Number of batches:  53220
[train] epoch=1 step=66250 loss=2.1754 lr=9.74e-04
[train] epoch=1 step=66300 loss=2.1378 lr=9.74e-04
[train] epoch=1 step=66350 loss=2.1209 lr=9.74e-04
[train] epoch=1 step=66400 loss=2.0762 lr=9.74e-04
[train] epoch=1 step=66450 loss=2.2212 lr=9.74e-04
[train] epoch=1 step=66500 loss=2.1229 lr=9.74e-04
[train] epoch=1 step=66550 loss=2.1350 lr=9.74e-04
[train] epoch=1 step=66600 loss=2.1441 lr=9.74e-04
[train] epoch=1 step=66650 loss=2.1213 lr=9.74e-04
[train] epoch=1 step=66700 loss=2.1394 lr=9.74e-04
[train] epoch=1 step=66750 loss=2.0709 lr=9.74e-04
[train] epoch=1 step=66800 loss=2.1253 lr=9.74e-04
[train] epoch=1 step=66850 loss=2.2226 lr=9.74e-04
[train] epoch=1 step=66900 loss=2.0771 lr=9.74e-04
[train] epoch=1 step=66950 loss=2.2057 lr=9.74e-04
[train] epoch=1 step=67000 loss=2.0983 lr=9.74e-04
[train] epoch=1 step=67050 loss=2.0943 lr=9.74e-04
[train] epoch=1 step=67100 loss=2.0945 lr=9.74e-04
[train] epoch=1 step=67150 loss=1.9896 lr=9.74e-04
[train] epoch=1 step=67200 loss=2.1790 lr=9.74e-04
[train] epoch=1 step=67250 loss=2.2245 lr=9.74e-04
[train] epoch=1 step=67300 loss=2.1279 lr=9.74e-04
[train] epoch=1 step=67350 loss=2.0326 lr=9.74e-04
[train] epoch=1 step=67400 loss=2.0915 lr=9.74e-04
[train] epoch=1 step=67450 loss=2.1712 lr=9.74e-04
[train] epoch=1 step=67500 loss=2.1308 lr=9.74e-04
[train] epoch=1 step=67550 loss=2.1962 lr=9.74e-04
[train] epoch=1 step=67600 loss=2.2092 lr=9.74e-04
[train] epoch=1 step=67650 loss=2.0037 lr=9.74e-04
[train] epoch=1 step=67700 loss=2.1162 lr=9.74e-04
[train] epoch=1 step=67750 loss=2.0901 lr=9.74e-04
[train] epoch=1 step=67800 loss=2.2055 lr=9.74e-04
[train] epoch=1 step=67850 loss=2.0353 lr=9.74e-04
[train] epoch=1 step=67900 loss=2.1788 lr=9.74e-04
[train] epoch=1 step=67950 loss=2.1656 lr=9.74e-04
[train] epoch=1 step=68000 loss=2.2559 lr=9.74e-04
[train] epoch=1 step=68050 loss=2.1506 lr=9.74e-04
[train] epoch=1 step=68100 loss=2.2047 lr=9.74e-04
[train] epoch=1 step=68150 loss=2.0787 lr=9.74e-04
[train] epoch=1 step=68200 loss=2.1002 lr=9.74e-04
[train] epoch=1 step=68250 loss=2.1443 lr=9.74e-04
[train] epoch=1 step=68300 loss=2.3659 lr=9.74e-04
[train] epoch=1 step=68350 loss=2.2423 lr=9.74e-04
[train] epoch=1 step=68400 loss=2.2290 lr=9.74e-04
[train] epoch=1 step=68450 loss=2.0914 lr=9.74e-04
[train] epoch=1 step=68500 loss=2.1303 lr=9.74e-04
[train] epoch=1 step=68550 loss=2.2514 lr=9.74e-04
[train] epoch=1 step=68600 loss=2.0641 lr=9.74e-04
[train] epoch=1 step=68650 loss=2.1448 lr=9.74e-04
[train] epoch=1 step=68700 loss=2.1195 lr=9.74e-04
[train] epoch=1 step=68750 loss=2.1334 lr=9.74e-04
[train] epoch=1 step=68800 loss=2.1489 lr=9.74e-04
[train] epoch=1 step=68850 loss=2.2473 lr=9.74e-04
[train] epoch=1 step=68900 loss=2.1478 lr=9.74e-04
[train] epoch=1 step=68950 loss=2.1488 lr=9.74e-04
[train] epoch=1 step=69000 loss=2.2578 lr=9.74e-04
[train] epoch=1 step=69050 loss=2.1799 lr=9.74e-04
[train] epoch=1 step=69100 loss=2.2250 lr=9.74e-04
[train] epoch=1 step=69150 loss=2.1772 lr=9.74e-04
[train] epoch=1 step=69200 loss=2.2083 lr=9.74e-04
[train] epoch=1 step=69250 loss=2.1650 lr=9.74e-04
[train] epoch=1 step=69300 loss=2.2153 lr=9.74e-04
[train] epoch=1 step=69350 loss=2.0875 lr=9.74e-04
[train] epoch=1 step=69400 loss=2.1227 lr=9.74e-04
[train] epoch=1 step=69450 loss=2.2183 lr=9.74e-04
[train] epoch=1 step=69500 loss=2.1009 lr=9.74e-04
[train] epoch=1 step=69550 loss=2.2392 lr=9.74e-04
[train] epoch=1 step=69600 loss=2.0656 lr=9.74e-04
[train] epoch=1 step=69650 loss=2.0940 lr=9.74e-04
[train] epoch=1 step=69700 loss=2.1489 lr=9.74e-04
[train] epoch=1 step=69750 loss=2.0878 lr=9.74e-04
[train] epoch=1 step=69800 loss=2.0180 lr=9.74e-04
[train] epoch=1 step=69850 loss=2.1826 lr=9.74e-04
[train] epoch=1 step=69900 loss=2.0181 lr=9.74e-04
[train] epoch=1 step=69950 loss=2.1950 lr=9.74e-04
[train] epoch=1 step=70000 loss=2.1857 lr=9.74e-04
[train] epoch=1 step=70050 loss=2.1539 lr=9.74e-04
[train] epoch=1 step=70100 loss=2.1319 lr=9.74e-04
[train] epoch=1 step=70150 loss=2.1813 lr=9.74e-04
[train] epoch=1 step=70200 loss=2.2407 lr=9.74e-04
[train] epoch=1 step=70250 loss=2.1439 lr=9.74e-04
[train] epoch=1 step=70300 loss=2.1938 lr=9.74e-04
[train] epoch=1 step=70350 loss=2.0010 lr=9.74e-04
[train] epoch=1 step=70400 loss=2.1950 lr=9.74e-04
[train] epoch=1 step=70450 loss=2.0717 lr=9.74e-04
[train] epoch=1 step=70500 loss=2.2112 lr=9.74e-04
[train] epoch=1 step=70550 loss=2.1493 lr=9.74e-04
[train] epoch=1 step=70600 loss=2.0780 lr=9.74e-04
[train] epoch=1 step=70650 loss=2.2009 lr=9.74e-04
[train] epoch=1 step=70700 loss=2.2395 lr=9.74e-04
[train] epoch=1 step=70750 loss=2.2192 lr=9.74e-04
[train] epoch=1 step=70800 loss=2.1545 lr=9.74e-04
[train] epoch=1 step=70850 loss=2.2330 lr=9.74e-04
[train] epoch=1 step=70900 loss=2.0767 lr=9.74e-04
[train] epoch=1 step=70950 loss=2.1306 lr=9.74e-04
[train] epoch=1 step=71000 loss=1.9882 lr=9.74e-04
[train] epoch=1 step=71050 loss=2.0728 lr=9.74e-04
[train] epoch=1 step=71100 loss=2.1577 lr=9.74e-04
[train] epoch=1 step=71150 loss=2.2033 lr=9.74e-04
[train] epoch=1 step=71200 loss=2.2244 lr=9.74e-04
[train] epoch=1 step=71250 loss=2.0392 lr=9.74e-04
[train] epoch=1 step=71300 loss=2.1909 lr=9.74e-04
[train] epoch=1 step=71350 loss=2.1861 lr=9.74e-04
[train] epoch=1 step=71400 loss=2.1327 lr=9.74e-04
[train] epoch=1 step=71450 loss=2.2281 lr=9.74e-04
[train] epoch=1 step=71500 loss=2.0778 lr=9.74e-04
[train] epoch=1 step=71550 loss=2.1709 lr=9.74e-04
[train] epoch=1 step=71600 loss=2.1694 lr=9.74e-04
[train] epoch=1 step=71650 loss=2.2400 lr=9.74e-04
[train] epoch=1 step=71700 loss=2.1485 lr=9.74e-04
[train] epoch=1 step=71750 loss=2.0575 lr=9.74e-04
[train] epoch=1 step=71800 loss=2.1246 lr=9.74e-04
[train] epoch=1 step=71850 loss=2.1257 lr=9.74e-04
[train] epoch=1 step=71900 loss=2.2880 lr=9.74e-04
[train] epoch=1 step=71950 loss=2.1777 lr=9.74e-04
[train] epoch=1 step=72000 loss=2.1786 lr=9.74e-04
[train] epoch=1 step=72050 loss=2.0652 lr=9.74e-04
[train] epoch=1 step=72100 loss=2.1930 lr=9.74e-04
[train] epoch=1 step=72150 loss=2.1718 lr=9.74e-04
[train] epoch=1 step=72200 loss=2.1354 lr=9.74e-04
[train] epoch=1 step=72250 loss=2.1435 lr=9.74e-04
[train] epoch=1 step=72300 loss=2.1832 lr=9.74e-04
[train] epoch=1 step=72350 loss=2.2369 lr=9.74e-04
[train] epoch=1 step=72400 loss=2.1890 lr=9.74e-04
[train] epoch=1 step=72450 loss=2.2808 lr=9.74e-04
[train] epoch=1 step=72500 loss=2.1190 lr=9.74e-04
[train] epoch=1 step=72550 loss=2.0737 lr=9.74e-04
[train] epoch=1 step=72600 loss=2.2289 lr=9.74e-04
[train] epoch=1 step=72650 loss=2.1775 lr=9.74e-04
[train] epoch=1 step=72700 loss=2.1640 lr=9.74e-04
[train] epoch=1 step=72750 loss=2.3203 lr=9.74e-04
[train] epoch=1 step=72800 loss=2.1124 lr=9.74e-04
[train] epoch=1 step=72850 loss=2.1160 lr=9.74e-04
[train] epoch=1 step=72900 loss=2.1120 lr=9.74e-04
[train] epoch=1 step=72950 loss=2.2001 lr=9.74e-04
[train] epoch=1 step=73000 loss=2.2802 lr=9.74e-04
[train] epoch=1 step=73050 loss=2.1077 lr=9.74e-04
[train] epoch=1 step=73100 loss=2.2349 lr=9.74e-04
[train] epoch=1 step=73150 loss=2.1137 lr=9.74e-04
[train] epoch=1 step=73200 loss=2.2147 lr=9.74e-04
[train] epoch=1 step=73250 loss=2.1674 lr=9.74e-04
[train] epoch=1 step=73300 loss=2.1389 lr=9.74e-04
[train] epoch=1 step=73350 loss=2.1951 lr=9.74e-04
[train] epoch=1 step=73400 loss=2.1529 lr=9.74e-04
[train] epoch=1 step=73450 loss=2.1883 lr=9.74e-04
[train] epoch=1 step=73500 loss=2.1353 lr=9.74e-04
[train] epoch=1 step=73550 loss=2.1178 lr=9.74e-04
[train] epoch=1 step=73600 loss=2.2538 lr=9.74e-04
[train] epoch=1 step=73650 loss=2.2102 lr=9.74e-04
[train] epoch=1 step=73700 loss=2.0398 lr=9.74e-04
[train] epoch=1 step=73750 loss=2.1949 lr=9.74e-04
[train] epoch=1 step=73800 loss=2.1515 lr=9.74e-04
[train] epoch=1 step=73850 loss=2.1862 lr=9.74e-04
[train] epoch=1 step=73900 loss=2.1937 lr=9.74e-04
[train] epoch=1 step=73950 loss=2.1220 lr=9.74e-04
[train] epoch=1 step=74000 loss=2.1898 lr=9.74e-04
[train] epoch=1 step=74050 loss=2.2268 lr=9.74e-04
[train] epoch=1 step=74100 loss=2.1988 lr=9.74e-04
[train] epoch=1 step=74150 loss=2.1815 lr=9.74e-04
[train] epoch=1 step=74200 loss=2.2182 lr=9.74e-04
[train] epoch=1 step=74250 loss=2.1825 lr=9.74e-04
[train] epoch=1 step=74300 loss=2.2080 lr=9.74e-04
[train] epoch=1 step=74350 loss=2.1624 lr=9.74e-04
[train] epoch=1 step=74400 loss=2.1749 lr=9.74e-04
[train] epoch=1 step=74450 loss=2.2655 lr=9.74e-04
[train] epoch=1 step=74500 loss=2.1631 lr=9.74e-04
[train] epoch=1 step=74550 loss=2.2717 lr=9.74e-04
[train] epoch=1 step=74600 loss=2.1066 lr=9.74e-04
[train] epoch=1 step=74650 loss=2.1106 lr=9.74e-04
[train] epoch=1 step=74700 loss=2.1946 lr=9.74e-04
[train] epoch=1 step=74750 loss=2.0224 lr=9.74e-04
[train] epoch=1 step=74800 loss=2.2143 lr=9.74e-04
[train] epoch=1 step=74850 loss=2.2531 lr=9.74e-04
[train] epoch=1 step=74900 loss=2.1144 lr=9.74e-04
[train] epoch=1 step=74950 loss=2.1291 lr=9.74e-04
[train] epoch=1 step=75000 loss=2.1389 lr=9.74e-04
[train] epoch=1 step=75050 loss=2.0658 lr=9.74e-04
[train] epoch=1 step=75100 loss=2.2232 lr=9.74e-04
[train] epoch=1 step=75150 loss=2.1627 lr=9.74e-04
[train] epoch=1 step=75200 loss=2.1213 lr=9.74e-04
[train] epoch=1 step=75250 loss=2.1801 lr=9.74e-04
[train] epoch=1 step=75300 loss=2.1069 lr=9.74e-04
[train] epoch=1 step=75350 loss=2.2137 lr=9.74e-04
[train] epoch=1 step=75400 loss=2.0465 lr=9.74e-04
[train] epoch=1 step=75450 loss=2.1093 lr=9.74e-04
[train] epoch=1 step=75500 loss=2.1036 lr=9.74e-04
[train] epoch=1 step=75550 loss=2.0623 lr=9.73e-04
[train] epoch=1 step=75600 loss=2.1783 lr=9.73e-04
[train] epoch=1 step=75650 loss=2.1293 lr=9.73e-04
[train] epoch=1 step=75700 loss=2.1969 lr=9.73e-04
[train] epoch=1 step=75750 loss=2.1561 lr=9.73e-04
[train] epoch=1 step=75800 loss=2.0227 lr=9.73e-04
[train] epoch=1 step=75850 loss=2.1045 lr=9.73e-04
[train] epoch=1 step=75900 loss=2.3137 lr=9.73e-04
[train] epoch=1 step=75950 loss=2.2636 lr=9.73e-04
[train] epoch=1 step=76000 loss=2.1932 lr=9.73e-04
[train] epoch=1 step=76050 loss=2.1444 lr=9.73e-04
[train] epoch=1 step=76100 loss=2.1883 lr=9.73e-04
[train] epoch=1 step=76150 loss=2.0786 lr=9.73e-04
[train] epoch=1 step=76200 loss=2.0644 lr=9.73e-04
[train] epoch=1 step=76250 loss=2.2656 lr=9.73e-04
[train] epoch=1 step=76300 loss=2.0728 lr=9.73e-04
[train] epoch=1 step=76350 loss=2.2011 lr=9.73e-04
[train] epoch=1 step=76400 loss=2.2105 lr=9.73e-04
[train] epoch=1 step=76450 loss=2.1481 lr=9.73e-04
[train] epoch=1 step=76500 loss=2.0705 lr=9.73e-04
[train] epoch=1 step=76550 loss=2.2660 lr=9.73e-04
[train] epoch=1 step=76600 loss=2.1137 lr=9.73e-04
[train] epoch=1 step=76650 loss=2.2752 lr=9.73e-04
[train] epoch=1 step=76700 loss=2.0996 lr=9.73e-04
[train] epoch=1 step=76750 loss=2.1772 lr=9.73e-04
[train] epoch=1 step=76800 loss=2.1144 lr=9.73e-04
[train] epoch=1 step=76850 loss=2.1081 lr=9.73e-04
[train] epoch=1 step=76900 loss=2.1894 lr=9.73e-04
[train] epoch=1 step=76950 loss=2.1137 lr=9.73e-04
[train] epoch=1 step=77000 loss=2.2556 lr=9.73e-04
[train] epoch=1 step=77050 loss=2.2441 lr=9.73e-04
[train] epoch=1 step=77100 loss=2.1781 lr=9.73e-04
[train] epoch=1 step=77150 loss=2.1831 lr=9.73e-04
[train] epoch=1 step=77200 loss=2.1599 lr=9.73e-04
[train] epoch=1 step=77250 loss=2.1311 lr=9.73e-04
[train] epoch=1 step=77300 loss=2.1409 lr=9.73e-04
[train] epoch=1 step=77350 loss=2.0644 lr=9.73e-04
[train] epoch=1 step=77400 loss=2.1549 lr=9.73e-04
[train] epoch=1 step=77450 loss=2.0966 lr=9.73e-04
[train] epoch=1 step=77500 loss=2.2198 lr=9.73e-04
[train] epoch=1 step=77550 loss=2.1667 lr=9.73e-04
[train] epoch=1 step=77600 loss=2.1433 lr=9.73e-04
[train] epoch=1 step=77650 loss=2.1504 lr=9.73e-04
[train] epoch=1 step=77700 loss=2.0517 lr=9.73e-04
[train] epoch=1 step=77750 loss=2.1136 lr=9.73e-04
[train] epoch=1 step=77800 loss=2.1708 lr=9.73e-04
[train] epoch=1 step=77850 loss=2.1340 lr=9.73e-04
[train] epoch=1 step=77900 loss=2.1146 lr=9.73e-04
[train] epoch=1 step=77950 loss=2.2030 lr=9.73e-04
[train] epoch=1 step=78000 loss=2.0419 lr=9.73e-04
[train] epoch=1 step=78050 loss=2.2565 lr=9.73e-04
[train] epoch=1 step=78100 loss=2.2260 lr=9.73e-04
[train] epoch=1 step=78150 loss=2.1173 lr=9.73e-04
[train] epoch=1 step=78200 loss=2.2189 lr=9.73e-04
[train] epoch=1 step=78250 loss=2.0783 lr=9.73e-04
[train] epoch=1 step=78300 loss=2.2451 lr=9.73e-04
[train] epoch=1 step=78350 loss=2.2940 lr=9.73e-04
[train] epoch=1 step=78400 loss=1.9899 lr=9.73e-04
[train] epoch=1 step=78450 loss=2.1963 lr=9.73e-04
[train] epoch=1 step=78500 loss=2.1987 lr=9.73e-04
[train] epoch=1 step=78550 loss=2.1314 lr=9.73e-04
[train] epoch=1 step=78600 loss=2.1157 lr=9.73e-04
[train] epoch=1 step=78650 loss=2.0374 lr=9.73e-04
[train] epoch=1 step=78700 loss=2.2483 lr=9.73e-04
[train] epoch=1 step=78750 loss=2.2184 lr=9.73e-04
[train] epoch=1 step=78800 loss=2.1212 lr=9.73e-04
[train] epoch=1 step=78850 loss=2.1606 lr=9.73e-04
[train] epoch=1 step=78900 loss=2.1585 lr=9.73e-04
[train] epoch=1 step=78950 loss=2.2782 lr=9.73e-04
[train] epoch=1 step=79000 loss=2.0889 lr=9.73e-04
[train] epoch=1 step=79050 loss=2.1718 lr=9.73e-04
[train] epoch=1 step=79100 loss=2.1003 lr=9.73e-04
[train] epoch=1 step=79150 loss=2.0793 lr=9.73e-04
[train] epoch=1 step=79200 loss=2.3007 lr=9.73e-04
[train] epoch=1 step=79250 loss=2.0645 lr=9.73e-04
[train] epoch=1 step=79300 loss=2.0650 lr=9.73e-04
[train] epoch=1 step=79350 loss=2.1796 lr=9.73e-04
[train] epoch=1 step=79400 loss=2.1640 lr=9.73e-04
[train] epoch=1 step=79450 loss=2.2092 lr=9.73e-04
[train] epoch=1 step=79500 loss=2.1887 lr=9.73e-04
[train] epoch=1 step=79550 loss=2.2607 lr=9.73e-04
[train] epoch=1 step=79600 loss=2.0629 lr=9.73e-04
[train] epoch=1 step=79650 loss=2.1898 lr=9.73e-04
[train] epoch=1 step=79700 loss=2.1171 lr=9.73e-04
[train] epoch=1 step=79750 loss=2.0695 lr=9.73e-04
[train] epoch=1 step=79800 loss=2.0758 lr=9.73e-04
[train] epoch=1 step=79850 loss=2.1268 lr=9.73e-04
[train] epoch=1 step=79900 loss=2.1591 lr=9.73e-04
[train] epoch=1 step=79950 loss=2.1575 lr=9.73e-04
[train] epoch=1 step=80000 loss=2.2434 lr=9.73e-04
[train] epoch=1 step=80050 loss=2.1399 lr=9.73e-04
[train] epoch=1 step=80100 loss=2.1337 lr=9.73e-04
[train] epoch=1 step=80150 loss=2.0780 lr=9.73e-04
[train] epoch=1 step=80200 loss=2.1248 lr=9.73e-04
[train] epoch=1 step=80250 loss=2.1152 lr=9.73e-04
[train] epoch=1 step=80300 loss=2.2118 lr=9.73e-04
[train] epoch=1 step=80350 loss=2.1902 lr=9.73e-04
[train] epoch=1 step=80400 loss=2.0416 lr=9.73e-04
[train] epoch=1 step=80450 loss=2.1433 lr=9.73e-04
[train] epoch=1 step=80500 loss=2.1266 lr=9.73e-04
[train] epoch=1 step=80550 loss=2.1005 lr=9.73e-04
[train] epoch=1 step=80600 loss=2.1053 lr=9.73e-04
[train] epoch=1 step=80650 loss=2.2131 lr=9.73e-04
[train] epoch=1 step=80700 loss=2.1226 lr=9.73e-04
[train] epoch=1 step=80750 loss=2.1469 lr=9.73e-04
[train] epoch=1 step=80800 loss=2.1640 lr=9.73e-04
[train] epoch=1 step=80850 loss=2.1041 lr=9.73e-04
[train] epoch=1 step=80900 loss=2.0664 lr=9.73e-04
[train] epoch=1 step=80950 loss=2.2163 lr=9.73e-04
[train] epoch=1 step=81000 loss=2.1348 lr=9.73e-04
[train] epoch=1 step=81050 loss=2.2213 lr=9.73e-04
[train] epoch=1 step=81100 loss=2.1073 lr=9.73e-04
[train] epoch=1 step=81150 loss=2.2440 lr=9.73e-04
[train] epoch=1 step=81200 loss=2.1149 lr=9.73e-04
[train] epoch=1 step=81250 loss=2.1807 lr=9.73e-04
[train] epoch=1 step=81300 loss=2.0087 lr=9.73e-04
[train] epoch=1 step=81350 loss=2.0506 lr=9.73e-04
[train] epoch=1 step=81400 loss=2.1451 lr=9.73e-04
[train] epoch=1 step=81450 loss=2.2303 lr=9.73e-04
[train] epoch=1 step=81500 loss=2.2146 lr=9.73e-04
[train] epoch=1 step=81550 loss=2.1430 lr=9.73e-04
[train] epoch=1 step=81600 loss=2.2232 lr=9.73e-04
[train] epoch=1 step=81650 loss=2.2390 lr=9.73e-04
[train] epoch=1 step=81700 loss=2.2329 lr=9.73e-04
[train] epoch=1 step=81750 loss=2.0546 lr=9.73e-04
[train] epoch=1 step=81800 loss=2.1619 lr=9.73e-04
[train] epoch=1 step=81850 loss=2.1355 lr=9.73e-04
[train] epoch=1 step=81900 loss=2.0424 lr=9.73e-04
[train] epoch=1 step=81950 loss=2.1592 lr=9.73e-04
[train] epoch=1 step=82000 loss=2.2399 lr=9.73e-04
[train] epoch=1 step=82050 loss=2.2538 lr=9.73e-04
[train] epoch=1 step=82100 loss=2.0975 lr=9.73e-04
[train] epoch=1 step=82150 loss=2.2302 lr=9.73e-04
[train] epoch=1 step=82200 loss=2.1192 lr=9.73e-04
[train] epoch=1 step=82250 loss=2.1696 lr=9.73e-04
[train] epoch=1 step=82300 loss=2.1735 lr=9.73e-04
[train] epoch=1 step=82350 loss=2.0826 lr=9.73e-04
[train] epoch=1 step=82400 loss=2.0091 lr=9.73e-04
[train] epoch=1 step=82450 loss=2.1555 lr=9.73e-04
[train] epoch=1 step=82500 loss=2.0475 lr=9.73e-04
[train] epoch=1 step=82550 loss=2.0977 lr=9.73e-04
[train] epoch=1 step=82600 loss=2.2262 lr=9.73e-04
[train] epoch=1 step=82650 loss=2.2012 lr=9.73e-04
[train] epoch=1 step=82700 loss=2.1669 lr=9.73e-04
[train] epoch=1 step=82750 loss=2.0628 lr=9.73e-04
[train] epoch=1 step=82800 loss=2.2369 lr=9.73e-04
[train] epoch=1 step=82850 loss=2.1887 lr=9.73e-04
[train] epoch=1 step=82900 loss=2.1585 lr=9.73e-04
[train] epoch=1 step=82950 loss=2.2606 lr=9.73e-04
[train] epoch=1 step=83000 loss=2.1593 lr=9.73e-04
[train] epoch=1 step=83050 loss=2.1771 lr=9.73e-04
[train] epoch=1 step=83100 loss=2.2086 lr=9.73e-04
[train] epoch=1 step=83150 loss=2.0265 lr=9.73e-04
[train] epoch=1 step=83200 loss=2.1153 lr=9.73e-04
[train] epoch=1 step=83250 loss=2.2494 lr=9.73e-04
[train] epoch=1 step=83300 loss=2.1560 lr=9.73e-04
[train] epoch=1 step=83350 loss=2.1633 lr=9.73e-04
[train] epoch=1 step=83400 loss=2.1639 lr=9.73e-04
[train] epoch=1 step=83450 loss=2.1255 lr=9.73e-04
[train] epoch=1 step=83500 loss=2.1027 lr=9.73e-04
[train] epoch=1 step=83550 loss=2.1344 lr=9.73e-04
[train] epoch=1 step=83600 loss=2.1476 lr=9.73e-04
[train] epoch=1 step=83650 loss=2.1993 lr=9.73e-04
[train] epoch=1 step=83700 loss=2.1217 lr=9.73e-04
[train] epoch=1 step=83750 loss=2.1401 lr=9.73e-04
[train] epoch=1 step=83800 loss=2.1321 lr=9.73e-04
[train] epoch=1 step=83850 loss=2.0873 lr=9.73e-04
[train] epoch=1 step=83900 loss=2.2324 lr=9.73e-04
[train] epoch=1 step=83950 loss=1.9864 lr=9.73e-04
[train] epoch=1 step=84000 loss=2.0208 lr=9.73e-04
[train] epoch=1 step=84050 loss=2.1554 lr=9.73e-04
[train] epoch=1 step=84100 loss=2.0434 lr=9.73e-04
[train] epoch=1 step=84150 loss=2.2208 lr=9.73e-04
[train] epoch=1 step=84200 loss=2.1793 lr=9.73e-04
[train] epoch=1 step=84250 loss=2.1089 lr=9.73e-04
[train] epoch=1 step=84300 loss=2.0970 lr=9.73e-04
[train] epoch=1 step=84350 loss=2.1582 lr=9.73e-04
[train] epoch=1 step=84400 loss=2.0978 lr=9.73e-04
[train] epoch=1 step=84450 loss=2.2318 lr=9.73e-04
[train] epoch=1 step=84500 loss=2.0689 lr=9.73e-04
[train] epoch=1 step=84550 loss=2.1876 lr=9.73e-04
[train] epoch=1 step=84600 loss=2.1370 lr=9.73e-04
[train] epoch=1 step=84650 loss=2.1222 lr=9.73e-04
[train] epoch=1 step=84700 loss=2.0874 lr=9.73e-04
[train] epoch=1 step=84750 loss=2.1775 lr=9.73e-04
[train] epoch=1 step=84800 loss=2.0901 lr=9.73e-04
[train] epoch=1 step=84850 loss=2.2160 lr=9.73e-04
[train] epoch=1 step=84900 loss=2.2008 lr=9.73e-04
[train] epoch=1 step=84950 loss=2.1998 lr=9.73e-04
[train] epoch=1 step=85000 loss=2.1122 lr=9.73e-04
[train] epoch=1 step=85050 loss=2.1142 lr=9.73e-04
[train] epoch=1 step=85100 loss=2.2286 lr=9.73e-04
[train] epoch=1 step=85150 loss=2.1695 lr=9.73e-04
[train] epoch=1 step=85200 loss=2.1335 lr=9.73e-04
[train] epoch=1 step=85250 loss=2.1932 lr=9.73e-04
[train] epoch=1 step=85300 loss=2.1672 lr=9.73e-04
[train] epoch=1 step=85350 loss=2.1631 lr=9.73e-04
[train] epoch=1 step=85400 loss=2.1670 lr=9.73e-04
[train] epoch=1 step=85450 loss=2.1084 lr=9.73e-04
[train] epoch=1 step=85500 loss=2.1328 lr=9.73e-04
[train] epoch=1 step=85550 loss=2.1546 lr=9.73e-04
[train] epoch=1 step=85600 loss=2.2538 lr=9.73e-04
[train] epoch=1 step=85650 loss=2.2233 lr=9.73e-04
[train] epoch=1 step=85700 loss=2.2358 lr=9.73e-04
[train] epoch=1 step=85750 loss=2.1272 lr=9.72e-04
[train] epoch=1 step=85800 loss=2.0869 lr=9.72e-04
[train] epoch=1 step=85850 loss=2.0867 lr=9.72e-04
[train] epoch=1 step=85900 loss=2.1271 lr=9.72e-04
[train] epoch=1 step=85950 loss=2.1695 lr=9.72e-04
[train] epoch=1 step=86000 loss=2.0938 lr=9.72e-04
[train] epoch=1 step=86050 loss=2.1569 lr=9.72e-04
[train] epoch=1 step=86100 loss=2.0903 lr=9.72e-04
[train] epoch=1 step=86150 loss=2.2473 lr=9.72e-04
[train] epoch=1 step=86200 loss=2.1668 lr=9.72e-04
[train] epoch=1 step=86250 loss=2.0952 lr=9.72e-04
[train] epoch=1 step=86300 loss=2.1978 lr=9.72e-04
[train] epoch=1 step=86350 loss=2.1191 lr=9.72e-04
[train] epoch=1 step=86400 loss=2.1783 lr=9.72e-04
[train] epoch=1 step=86450 loss=2.2220 lr=9.72e-04
[train] epoch=1 step=86500 loss=2.2081 lr=9.72e-04
[train] epoch=1 step=86550 loss=2.1630 lr=9.72e-04
[train] epoch=1 step=86600 loss=2.0982 lr=9.72e-04
[train] epoch=1 step=86650 loss=2.2489 lr=9.72e-04
[train] epoch=1 step=86700 loss=2.1803 lr=9.72e-04
[train] epoch=1 step=86750 loss=2.2103 lr=9.72e-04
[train] epoch=1 step=86800 loss=2.1801 lr=9.72e-04
[train] epoch=1 step=86850 loss=2.1260 lr=9.72e-04
[train] epoch=1 step=86900 loss=2.1788 lr=9.72e-04
[train] epoch=1 step=86950 loss=2.1744 lr=9.72e-04
[train] epoch=1 step=87000 loss=2.1658 lr=9.72e-04
[train] epoch=1 step=87050 loss=2.2002 lr=9.72e-04
[train] epoch=1 step=87100 loss=2.1518 lr=9.72e-04
[train] epoch=1 step=87150 loss=2.2469 lr=9.72e-04
[train] epoch=1 step=87200 loss=2.0473 lr=9.72e-04
[train] epoch=1 step=87250 loss=2.1254 lr=9.72e-04
[train] epoch=1 step=87300 loss=2.1273 lr=9.72e-04
[train] epoch=1 step=87350 loss=2.1854 lr=9.72e-04
[train] epoch=1 step=87400 loss=2.1248 lr=9.72e-04
[train] epoch=1 step=87450 loss=2.2148 lr=9.72e-04
[train] epoch=1 step=87500 loss=2.0861 lr=9.72e-04
[train] epoch=1 step=87550 loss=2.1447 lr=9.72e-04
[train] epoch=1 step=87600 loss=2.2318 lr=9.72e-04
[train] epoch=1 step=87650 loss=2.1291 lr=9.72e-04
[train] epoch=1 step=87700 loss=2.2755 lr=9.72e-04
[train] epoch=1 step=87750 loss=2.0191 lr=9.72e-04
[train] epoch=1 step=87800 loss=2.1827 lr=9.72e-04
[train] epoch=1 step=87850 loss=2.0807 lr=9.72e-04
[train] epoch=1 step=87900 loss=2.2362 lr=9.72e-04
[train] epoch=1 step=87950 loss=2.1813 lr=9.72e-04
[train] epoch=1 step=88000 loss=2.1637 lr=9.72e-04
[train] epoch=1 step=88050 loss=2.1949 lr=9.72e-04
